	edge_type	node1	node2	weight
('CHD5', 'TP53', 'STRING_experimental')	STRING_experimental	CHD5	TP53	78
('CHD5', 'TP53', 'STRING_textmining')	STRING_textmining	CHD5	TP53	535
('CHD5', 'RET', 'STRING_coexpression')	STRING_coexpression	CHD5	RET	91
('CHD5', 'RET', 'STRING_experimental')	STRING_experimental	CHD5	RET	129
('CHD5', 'RET', 'STRING_textmining')	STRING_textmining	CHD5	RET	124
('AC008575.1', 'CTNNB1', 'PCnet_other')	PCnet_other	AC008575.1	CTNNB1	1
('H3F3C', 'HIST4H4', 'STRING_coexpression')	STRING_coexpression	H3F3C	HIST4H4	107
('H3F3C', 'HIST4H4', 'STRING_experimental')	STRING_experimental	H3F3C	HIST4H4	294
('H3F3C', 'HIST4H4', 'STRING_textmining')	STRING_textmining	H3F3C	HIST4H4	270
('H3F3C', 'HIST4H4', 'STRING_other')	STRING_other	H3F3C	HIST4H4	7
('H3F3C', 'TAF3', 'STRING_coexpression')	STRING_coexpression	H3F3C	TAF3	61
('H3F3C', 'TAF3', 'STRING_experimental')	STRING_experimental	H3F3C	TAF3	179
('H3F3C', 'TAF3', 'STRING_textmining')	STRING_textmining	H3F3C	TAF3	79
('ASH2L', 'H3F3C', 'STRING_coexpression')	STRING_coexpression	ASH2L	H3F3C	62
('ASH2L', 'H3F3C', 'STRING_experimental')	STRING_experimental	ASH2L	H3F3C	51
('ASH2L', 'H3F3C', 'STRING_textmining')	STRING_textmining	ASH2L	H3F3C	181
('CALML6', 'H3F3C', 'PCnet_other')	PCnet_other	CALML6	H3F3C	1
('H3F3C', 'HIST1H2AC', 'STRING_coexpression')	STRING_coexpression	H3F3C	HIST1H2AC	188
('H3F3C', 'HIST1H2AC', 'STRING_experimental')	STRING_experimental	H3F3C	HIST1H2AC	368
('H3F3C', 'HIST1H2AC', 'STRING_textmining')	STRING_textmining	H3F3C	HIST1H2AC	226
('H3F3C', 'HIST1H2AC', 'STRING_other')	STRING_other	H3F3C	HIST1H2AC	1
('H3F3C', 'HIST1H2AJ', 'STRING_coexpression')	STRING_coexpression	H3F3C	HIST1H2AJ	166
('H3F3C', 'HIST1H2AJ', 'STRING_experimental')	STRING_experimental	H3F3C	HIST1H2AJ	265
('H3F3C', 'HIST1H2AJ', 'STRING_textmining')	STRING_textmining	H3F3C	HIST1H2AJ	87
('H3F3C', 'HIST1H2AJ', 'STRING_other')	STRING_other	H3F3C	HIST1H2AJ	1
('H3F3C', 'ING2', 'STRING_coexpression')	STRING_coexpression	H3F3C	ING2	61
('H3F3C', 'ING2', 'STRING_experimental')	STRING_experimental	H3F3C	ING2	185
('H3F3C', 'ING2', 'STRING_textmining')	STRING_textmining	H3F3C	ING2	58
('ACTN2', 'TTN', 'STRING_database')	STRING_database	ACTN2	TTN	900
('ACTN2', 'TTN', 'STRING_coexpression')	STRING_coexpression	ACTN2	TTN	419
('ACTN2', 'TTN', 'STRING_experimental')	STRING_experimental	ACTN2	TTN	533
('ACTN2', 'TTN', 'STRING_textmining')	STRING_textmining	ACTN2	TTN	690
('RARB', 'TTN', 'PCnet_other')	PCnet_other	RARB	TTN	1
('TP53', 'TTN', 'STRING_textmining')	STRING_textmining	TP53	TTN	414
('ACTN4', 'TTN', 'STRING_coexpression')	STRING_coexpression	ACTN4	TTN	183
('ACTN4', 'TTN', 'STRING_experimental')	STRING_experimental	ACTN4	TTN	318
('ACTN4', 'TTN', 'STRING_textmining')	STRING_textmining	ACTN4	TTN	385
('ASH2L', 'TTN', 'PCnet_other')	PCnet_other	ASH2L	TTN	1
('RET', 'TTN', 'STRING_coexpression')	STRING_coexpression	RET	TTN	67
('RET', 'TTN', 'STRING_experimental')	STRING_experimental	RET	TTN	157
('RET', 'TTN', 'STRING_textmining')	STRING_textmining	RET	TTN	68
('GRIN2B', 'TTN', 'PCnet_other')	PCnet_other	GRIN2B	TTN	1
('DST', 'MYH10', 'STRING_coexpression')	STRING_coexpression	DST	MYH10	107
('DST', 'MYH10', 'STRING_experimental')	STRING_experimental	DST	MYH10	91
('DST', 'MYH10', 'STRING_textmining')	STRING_textmining	DST	MYH10	58
('DST', 'RERE', 'PCnet_other')	PCnet_other	DST	RERE	1
('DST', 'TRIO', 'STRING_coexpression')	STRING_coexpression	DST	TRIO	130
('DST', 'TRIO', 'STRING_experimental')	STRING_experimental	DST	TRIO	125
('DST', 'TRIO', 'STRING_textmining')	STRING_textmining	DST	TRIO	49
('DST', 'SGK1', 'PCnet_other')	PCnet_other	DST	SGK1	1
('ACTN2', 'DST', 'PCnet_other')	PCnet_other	ACTN2	DST	1
('ACTN4', 'DST', 'PCnet_other')	PCnet_other	ACTN4	DST	1
('DST', 'MYO1B', 'STRING_coexpression')	STRING_coexpression	DST	MYO1B	116
('DST', 'MYO1B', 'STRING_experimental')	STRING_experimental	DST	MYO1B	91
('DST', 'MYO1B', 'STRING_textmining')	STRING_textmining	DST	MYO1B	88
('DST', 'NOTCH1', 'STRING_coexpression')	STRING_coexpression	DST	NOTCH1	61
('DST', 'NOTCH1', 'STRING_experimental')	STRING_experimental	DST	NOTCH1	81
('DST', 'NOTCH1', 'STRING_textmining')	STRING_textmining	DST	NOTCH1	146
('DST', 'SPTBN1', 'STRING_coexpression')	STRING_coexpression	DST	SPTBN1	161
('DST', 'SPTBN1', 'STRING_experimental')	STRING_experimental	DST	SPTBN1	150
('DST', 'SPTBN1', 'STRING_textmining')	STRING_textmining	DST	SPTBN1	62
('PRDM4', 'SMYD4', 'STRING_coexpression')	STRING_coexpression	PRDM4	SMYD4	51
('PRDM4', 'SMYD4', 'STRING_experimental')	STRING_experimental	PRDM4	SMYD4	144
('PRDM4', 'SMYD4', 'STRING_textmining')	STRING_textmining	PRDM4	SMYD4	614
('SMYD4', 'SRCAP', 'STRING_experimental')	STRING_experimental	SMYD4	SRCAP	164
('SMYD4', 'SRCAP', 'STRING_textmining')	STRING_textmining	SMYD4	SRCAP	55
('PRDM14', 'SMYD4', 'STRING_coexpression')	STRING_coexpression	PRDM14	SMYD4	51
('PRDM14', 'SMYD4', 'STRING_experimental')	STRING_experimental	PRDM14	SMYD4	144
('PRDM14', 'SMYD4', 'STRING_textmining')	STRING_textmining	PRDM14	SMYD4	337
('SMYD2', 'SMYD4', 'STRING_textmining')	STRING_textmining	SMYD2	SMYD4	358
('RARB', 'TP53', 'STRING_textmining')	STRING_textmining	RARB	TP53	400
('NR6A1', 'RARB', 'PCnet_other')	PCnet_other	NR6A1	RARB	1
('ASH2L', 'RARB', 'STRING_database')	STRING_database	ASH2L	RARB	900
('ASH2L', 'RARB', 'STRING_textmining')	STRING_textmining	ASH2L	RARB	49
('HIST1H3A', 'RARB', 'PCnet_other')	PCnet_other	HIST1H3A	RARB	1
('MT3', 'RARB', 'PCnet_other')	PCnet_other	MT3	RARB	1
('HIST4H4', 'RARB', 'PCnet_other')	PCnet_other	HIST4H4	RARB	1
('RARB', 'RET', 'STRING_experimental')	STRING_experimental	RARB	RET	51
('RARB', 'RET', 'STRING_textmining')	STRING_textmining	RARB	RET	197
('C7orf69', 'RARB', 'PCnet_other')	PCnet_other	C7orf69	RARB	1
('HIST1H2AJ', 'RARB', 'STRING_database')	STRING_database	HIST1H2AJ	RARB	900
('HIST1H2AC', 'RARB', 'STRING_database')	STRING_database	HIST1H2AC	RARB	900
('SMYD2', 'TP53', 'STRING_database')	STRING_database	SMYD2	TP53	900
('SMYD2', 'TP53', 'STRING_experimental')	STRING_experimental	SMYD2	TP53	411
('SMYD2', 'TP53', 'STRING_textmining')	STRING_textmining	SMYD2	TP53	789
('ASH2L', 'SMYD2', 'STRING_coexpression')	STRING_coexpression	ASH2L	SMYD2	61
('ASH2L', 'SMYD2', 'STRING_experimental')	STRING_experimental	ASH2L	SMYD2	267
('ASH2L', 'SMYD2', 'STRING_textmining')	STRING_textmining	ASH2L	SMYD2	369
('HIST1H3D', 'SMYD2', 'STRING_coexpression')	STRING_coexpression	HIST1H3D	SMYD2	49
('HIST1H3D', 'SMYD2', 'STRING_experimental')	STRING_experimental	HIST1H3D	SMYD2	186
('HIST1H3D', 'SMYD2', 'STRING_textmining')	STRING_textmining	HIST1H3D	SMYD2	140
('HIST1H3J', 'SMYD2', 'STRING_coexpression')	STRING_coexpression	HIST1H3J	SMYD2	49
('HIST1H3J', 'SMYD2', 'STRING_experimental')	STRING_experimental	HIST1H3J	SMYD2	186
('HIST1H3J', 'SMYD2', 'STRING_textmining')	STRING_textmining	HIST1H3J	SMYD2	127
('HIST1H3H', 'SMYD2', 'STRING_coexpression')	STRING_coexpression	HIST1H3H	SMYD2	49
('HIST1H3H', 'SMYD2', 'STRING_experimental')	STRING_experimental	HIST1H3H	SMYD2	186
('HIST1H3H', 'SMYD2', 'STRING_textmining')	STRING_textmining	HIST1H3H	SMYD2	128
('ING2', 'SMYD2', 'STRING_experimental')	STRING_experimental	ING2	SMYD2	107
('ING2', 'SMYD2', 'STRING_textmining')	STRING_textmining	ING2	SMYD2	224
('HIST4H4', 'ING1', 'STRING_coexpression')	STRING_coexpression	HIST4H4	ING1	61
('HIST4H4', 'ING1', 'STRING_experimental')	STRING_experimental	HIST4H4	ING1	159
('HIST4H4', 'ING1', 'STRING_textmining')	STRING_textmining	HIST4H4	ING1	393
('ING1', 'TP53', 'STRING_experimental')	STRING_experimental	ING1	TP53	379
('ING1', 'TP53', 'STRING_textmining')	STRING_textmining	ING1	TP53	571
('AIRE', 'ING1', 'STRING_coexpression')	STRING_coexpression	AIRE	ING1	62
('AIRE', 'ING1', 'STRING_experimental')	STRING_experimental	AIRE	ING1	57
('AIRE', 'ING1', 'STRING_textmining')	STRING_textmining	AIRE	ING1	276
('ASH2L', 'ING1', 'PCnet_other')	PCnet_other	ASH2L	ING1	1
('ING1', 'SMARCB1', 'STRING_coexpression')	STRING_coexpression	ING1	SMARCB1	63
('ING1', 'SMARCB1', 'STRING_experimental')	STRING_experimental	ING1	SMARCB1	238
('ING1', 'SMARCB1', 'STRING_textmining')	STRING_textmining	ING1	SMARCB1	151
('ING1', 'TAF3', 'STRING_coexpression')	STRING_coexpression	ING1	TAF3	58
('ING1', 'TAF3', 'STRING_textmining')	STRING_textmining	ING1	TAF3	501
('ING1', 'ING2', 'PCnet_other')	PCnet_other	ING1	ING2	1
('ING2', 'RERE', 'STRING_database')	STRING_database	ING2	RERE	360
('HIST4H4', 'ING2', 'STRING_coexpression')	STRING_coexpression	HIST4H4	ING2	61
('HIST4H4', 'ING2', 'STRING_experimental')	STRING_experimental	HIST4H4	ING2	380
('HIST4H4', 'ING2', 'STRING_textmining')	STRING_textmining	HIST4H4	ING2	445
('ING2', 'TAF3', 'STRING_coexpression')	STRING_coexpression	ING2	TAF3	58
('ING2', 'TAF3', 'STRING_textmining')	STRING_textmining	ING2	TAF3	684
('AIRE', 'ING2', 'STRING_coexpression')	STRING_coexpression	AIRE	ING2	62
('AIRE', 'ING2', 'STRING_experimental')	STRING_experimental	AIRE	ING2	57
('AIRE', 'ING2', 'STRING_textmining')	STRING_textmining	AIRE	ING2	459
('ING2', 'SMARCB1', 'STRING_coexpression')	STRING_coexpression	ING2	SMARCB1	63
('ING2', 'SMARCB1', 'STRING_experimental')	STRING_experimental	ING2	SMARCB1	191
('DNMT3L', 'ING2', 'STRING_textmining')	STRING_textmining	DNMT3L	ING2	328
('ING2', 'TP53', 'STRING_database')	STRING_database	ING2	TP53	900
('ING2', 'TP53', 'STRING_experimental')	STRING_experimental	ING2	TP53	379
('ING2', 'TP53', 'STRING_textmining')	STRING_textmining	ING2	TP53	668
('NOTCH1', 'SCUBE3', 'PCnet_other')	PCnet_other	NOTCH1	SCUBE3	1
('LRRN2', 'PRDM14', 'PCnet_other')	PCnet_other	LRRN2	PRDM14	1
('NR6A1', 'PRDM14', 'STRING_coexpression')	STRING_coexpression	NR6A1	PRDM14	88
('NR6A1', 'PRDM14', 'STRING_experimental')	STRING_experimental	NR6A1	PRDM14	111
('NR6A1', 'PRDM14', 'STRING_textmining')	STRING_textmining	NR6A1	PRDM14	245
('CALB2', 'PRDM14', 'PCnet_other')	PCnet_other	CALB2	PRDM14	1
('PRDM14', 'ZNF526', 'PCnet_other')	PCnet_other	PRDM14	ZNF526	1
('TAF3', 'TP53', 'STRING_database')	STRING_database	TAF3	TP53	900
('TAF3', 'TP53', 'STRING_textmining')	STRING_textmining	TAF3	TP53	217
('CALML6', 'MYH10', 'STRING_experimental')	STRING_experimental	CALML6	MYH10	579
('CALML6', 'MYH10', 'STRING_textmining')	STRING_textmining	CALML6	MYH10	168
('CALML6', 'GRIN2B', 'STRING_database')	STRING_database	CALML6	GRIN2B	600
('CALML6', 'GRIN2B', 'STRING_experimental')	STRING_experimental	CALML6	GRIN2B	66
('CALML6', 'GRIN2B', 'STRING_textmining')	STRING_textmining	CALML6	GRIN2B	63
('NOTCH1', 'PRDM4', 'PCnet_other')	PCnet_other	NOTCH1	PRDM4	1
('PHF1', 'SRCAP', 'PCnet_other')	PCnet_other	PHF1	SRCAP	1
('PHF1', 'TP53', 'STRING_experimental')	STRING_experimental	PHF1	TP53	379
('PHF1', 'TP53', 'STRING_textmining')	STRING_textmining	PHF1	TP53	187
('PHF1', 'ZNF526', 'PCnet_other')	PCnet_other	PHF1	ZNF526	1
('PHF1', 'PHF19', 'STRING_database')	STRING_database	PHF1	PHF19	900
('PHF1', 'PHF19', 'STRING_experimental')	STRING_experimental	PHF1	PHF19	159
('PHF1', 'PHF19', 'STRING_textmining')	STRING_textmining	PHF1	PHF19	126
('HIST1H3A', 'PHF1', 'STRING_coexpression')	STRING_coexpression	HIST1H3A	PHF1	47
('HIST1H3A', 'PHF1', 'STRING_experimental')	STRING_experimental	HIST1H3A	PHF1	491
('HIST1H3A', 'PHF1', 'STRING_textmining')	STRING_textmining	HIST1H3A	PHF1	93
('HIST1H2AJ', 'PHF1', 'STRING_database')	STRING_database	HIST1H2AJ	PHF1	900
('HIST1H2AJ', 'PHF1', 'STRING_experimental')	STRING_experimental	HIST1H2AJ	PHF1	63
('HIST1H3J', 'PHF1', 'STRING_coexpression')	STRING_coexpression	HIST1H3J	PHF1	47
('HIST1H3J', 'PHF1', 'STRING_experimental')	STRING_experimental	HIST1H3J	PHF1	491
('HIST1H3J', 'PHF1', 'STRING_textmining')	STRING_textmining	HIST1H3J	PHF1	93
('HIST1H3H', 'PHF1', 'STRING_coexpression')	STRING_coexpression	HIST1H3H	PHF1	47
('HIST1H3H', 'PHF1', 'STRING_experimental')	STRING_experimental	HIST1H3H	PHF1	491
('HIST1H3H', 'PHF1', 'STRING_textmining')	STRING_textmining	HIST1H3H	PHF1	93
('CBX4', 'PHF1', 'STRING_coexpression')	STRING_coexpression	CBX4	PHF1	65
('CBX4', 'PHF1', 'STRING_experimental')	STRING_experimental	CBX4	PHF1	157
('CBX4', 'PHF1', 'STRING_textmining')	STRING_textmining	CBX4	PHF1	287
('HIST1H2AC', 'PHF1', 'STRING_database')	STRING_database	HIST1H2AC	PHF1	900
('HIST1H2AC', 'PHF1', 'STRING_experimental')	STRING_experimental	HIST1H2AC	PHF1	63
('HIST1H2AC', 'PHF1', 'STRING_textmining')	STRING_textmining	HIST1H2AC	PHF1	62
('ACTN4', 'MYH10', 'STRING_coexpression')	STRING_coexpression	ACTN4	MYH10	170
('ACTN4', 'MYH10', 'STRING_experimental')	STRING_experimental	ACTN4	MYH10	186
('ACTN4', 'MYH10', 'STRING_textmining')	STRING_textmining	ACTN4	MYH10	390
('MYH10', 'MYO1B', 'STRING_coexpression')	STRING_coexpression	MYH10	MYO1B	116
('MYH10', 'MYO1B', 'STRING_textmining')	STRING_textmining	MYH10	MYO1B	94
('GRIN2B', 'MYH10', 'STRING_coexpression')	STRING_coexpression	GRIN2B	MYH10	61
('GRIN2B', 'MYH10', 'STRING_experimental')	STRING_experimental	GRIN2B	MYH10	161
('MYH10', 'SOX9', 'PCnet_other')	PCnet_other	MYH10	SOX9	1
('MYH10', 'SIPA1L1', 'PCnet_other')	PCnet_other	MYH10	SIPA1L1	1
('MYH10', 'SPTBN1', 'STRING_coexpression')	STRING_coexpression	MYH10	SPTBN1	92
('MYH10', 'SPTBN1', 'STRING_experimental')	STRING_experimental	MYH10	SPTBN1	91
('MYH10', 'SPTBN1', 'STRING_textmining')	STRING_textmining	MYH10	SPTBN1	131
('HDAC7', 'HIST4H4', 'STRING_coexpression')	STRING_coexpression	HDAC7	HIST4H4	62
('HDAC7', 'HIST4H4', 'STRING_experimental')	STRING_experimental	HDAC7	HIST4H4	184
('HDAC7', 'HIST4H4', 'STRING_textmining')	STRING_textmining	HDAC7	HIST4H4	488
('HDAC7', 'HIST4H4', 'STRING_other')	STRING_other	HDAC7	HIST4H4	43
('HDAC7', 'TP53', 'STRING_database')	STRING_database	HDAC7	TP53	900
('HDAC7', 'TP53', 'STRING_experimental')	STRING_experimental	HDAC7	TP53	61
('HDAC7', 'TP53', 'STRING_textmining')	STRING_textmining	HDAC7	TP53	398
('ACTN4', 'HDAC7', 'STRING_coexpression')	STRING_coexpression	ACTN4	HDAC7	69
('ACTN4', 'HDAC7', 'STRING_experimental')	STRING_experimental	ACTN4	HDAC7	379
('ACTN4', 'HDAC7', 'STRING_textmining')	STRING_textmining	ACTN4	HDAC7	197
('HDAC7', 'NOTCH1', 'STRING_database')	STRING_database	HDAC7	NOTCH1	900
('HDAC7', 'NOTCH1', 'STRING_coexpression')	STRING_coexpression	HDAC7	NOTCH1	90
('HDAC7', 'NOTCH1', 'STRING_experimental')	STRING_experimental	HDAC7	NOTCH1	57
('HDAC7', 'NOTCH1', 'STRING_textmining')	STRING_textmining	HDAC7	NOTCH1	197
('CTNNB1', 'HDAC7', 'STRING_experimental')	STRING_experimental	CTNNB1	HDAC7	379
('CTNNB1', 'HDAC7', 'STRING_textmining')	STRING_textmining	CTNNB1	HDAC7	230
('HDAC7', 'HIST1H2AJ', 'STRING_database')	STRING_database	HDAC7	HIST1H2AJ	600
('HDAC7', 'HIST1H2AJ', 'STRING_experimental')	STRING_experimental	HDAC7	HIST1H2AJ	157
('HDAC7', 'HIST1H2AJ', 'STRING_textmining')	STRING_textmining	HDAC7	HIST1H2AJ	69
('HDAC7', 'SIPA1L1', 'PCnet_other')	PCnet_other	HDAC7	SIPA1L1	1
('HDAC7', 'HIST1H2AC', 'STRING_database')	STRING_database	HDAC7	HIST1H2AC	600
('HDAC7', 'HIST1H2AC', 'STRING_coexpression')	STRING_coexpression	HDAC7	HIST1H2AC	44
('HDAC7', 'HIST1H2AC', 'STRING_experimental')	STRING_experimental	HDAC7	HIST1H2AC	163
('HDAC7', 'HIST1H2AC', 'STRING_textmining')	STRING_textmining	HDAC7	HIST1H2AC	92
('ASH2L', 'HIST1H3D', 'STRING_coexpression')	STRING_coexpression	ASH2L	HIST1H3D	62
('ASH2L', 'HIST1H3D', 'STRING_experimental')	STRING_experimental	ASH2L	HIST1H3D	51
('ASH2L', 'HIST1H3D', 'STRING_textmining')	STRING_textmining	ASH2L	HIST1H3D	327
('ASH2L', 'CTNNB1', 'STRING_database')	STRING_database	ASH2L	CTNNB1	900
('ASH2L', 'CTNNB1', 'STRING_coexpression')	STRING_coexpression	ASH2L	CTNNB1	61
('ASH2L', 'CTNNB1', 'STRING_experimental')	STRING_experimental	ASH2L	CTNNB1	358
('ASH2L', 'CTNNB1', 'STRING_textmining')	STRING_textmining	ASH2L	CTNNB1	79
('ASH2L', 'HIST1H2AJ', 'STRING_database')	STRING_database	ASH2L	HIST1H2AJ	900
('ASH2L', 'HIST1H2AJ', 'STRING_experimental')	STRING_experimental	ASH2L	HIST1H2AJ	86
('ASH2L', 'HIST1H2AJ', 'STRING_textmining')	STRING_textmining	ASH2L	HIST1H2AJ	68
('ASH2L', 'BCL9L', 'STRING_database')	STRING_database	ASH2L	BCL9L	900
('ASH2L', 'HIST1H2AC', 'STRING_database')	STRING_database	ASH2L	HIST1H2AC	900
('ASH2L', 'HIST1H2AC', 'STRING_experimental')	STRING_experimental	ASH2L	HIST1H2AC	86
('ASH2L', 'HIST1H2AC', 'STRING_textmining')	STRING_textmining	ASH2L	HIST1H2AC	68
('ASH2L', 'DOT1L', 'STRING_coexpression')	STRING_coexpression	ASH2L	DOT1L	77
('ASH2L', 'DOT1L', 'STRING_textmining')	STRING_textmining	ASH2L	DOT1L	644
('ASH2L', 'N4BP2', 'PCnet_other')	PCnet_other	ASH2L	N4BP2	1
('ASH2L', 'PYGO1', 'STRING_database')	STRING_database	ASH2L	PYGO1	900
('ASH2L', 'PYGO1', 'STRING_textmining')	STRING_textmining	ASH2L	PYGO1	100
('ASH2L', 'HIST4H4', 'STRING_coexpression')	STRING_coexpression	ASH2L	HIST4H4	61
('ASH2L', 'HIST4H4', 'STRING_experimental')	STRING_experimental	ASH2L	HIST4H4	51
('ASH2L', 'HIST4H4', 'STRING_textmining')	STRING_textmining	ASH2L	HIST4H4	345
('ASH2L', 'DNMT3L', 'STRING_experimental')	STRING_experimental	ASH2L	DNMT3L	117
('ASH2L', 'DNMT3L', 'STRING_textmining')	STRING_textmining	ASH2L	DNMT3L	140
('ASH2L', 'WDR82P1', 'PCnet_other')	PCnet_other	ASH2L	WDR82P1	1
('ASH2L', 'HIST1H3A', 'STRING_coexpression')	STRING_coexpression	ASH2L	HIST1H3A	62
('ASH2L', 'HIST1H3A', 'STRING_experimental')	STRING_experimental	ASH2L	HIST1H3A	385
('ASH2L', 'HIST1H3A', 'STRING_textmining')	STRING_textmining	ASH2L	HIST1H3A	251
('ASH2L', 'HIST1H3J', 'STRING_coexpression')	STRING_coexpression	ASH2L	HIST1H3J	62
('ASH2L', 'HIST1H3J', 'STRING_experimental')	STRING_experimental	ASH2L	HIST1H3J	51
('ASH2L', 'HIST1H3J', 'STRING_textmining')	STRING_textmining	ASH2L	HIST1H3J	251
('ASH2L', 'HIST1H3H', 'STRING_coexpression')	STRING_coexpression	ASH2L	HIST1H3H	62
('ASH2L', 'HIST1H3H', 'STRING_experimental')	STRING_experimental	ASH2L	HIST1H3H	51
('ASH2L', 'HIST1H3H', 'STRING_textmining')	STRING_textmining	ASH2L	HIST1H3H	251
('ACTN2', 'ASH2L', 'PCnet_other')	PCnet_other	ACTN2	ASH2L	1
('ASH2L', 'TP53', 'STRING_coexpression')	STRING_coexpression	ASH2L	TP53	62
('ASH2L', 'TP53', 'STRING_experimental')	STRING_experimental	ASH2L	TP53	373
('ASH2L', 'TP53', 'STRING_textmining')	STRING_textmining	ASH2L	TP53	187
('ACTN4', 'MYO1B', 'STRING_coexpression')	STRING_coexpression	ACTN4	MYO1B	63
('ACTN4', 'MYO1B', 'STRING_experimental')	STRING_experimental	ACTN4	MYO1B	91
('ACTN4', 'MYO1B', 'STRING_textmining')	STRING_textmining	ACTN4	MYO1B	412
('GRIN2B', 'MYO1B', 'STRING_experimental')	STRING_experimental	GRIN2B	MYO1B	161
('MYO1B', 'SPTBN1', 'PCnet_other')	PCnet_other	MYO1B	SPTBN1	1
('MYO1B', 'YAP1', 'STRING_coexpression')	STRING_coexpression	MYO1B	YAP1	230
('MYO1B', 'YAP1', 'STRING_experimental')	STRING_experimental	MYO1B	YAP1	64
('MYO1B', 'YAP1', 'STRING_textmining')	STRING_textmining	MYO1B	YAP1	226
('RET', 'TRIO', 'PCnet_other')	PCnet_other	RET	TRIO	1
('CTNNB1', 'RET', 'STRING_database')	STRING_database	CTNNB1	RET	900
('CTNNB1', 'RET', 'STRING_experimental')	STRING_experimental	CTNNB1	RET	50
('CTNNB1', 'RET', 'STRING_textmining')	STRING_textmining	CTNNB1	RET	546
('RET', 'SPTBN1', 'PCnet_other')	PCnet_other	RET	SPTBN1	1
('NR6A1', 'RET', 'STRING_experimental')	STRING_experimental	NR6A1	RET	51
('NR6A1', 'RET', 'STRING_textmining')	STRING_textmining	NR6A1	RET	216
('MT3', 'RET', 'PCnet_other')	PCnet_other	MT3	RET	1
('HIST1H3A', 'RET', 'PCnet_other')	PCnet_other	HIST1H3A	RET	1
('HIST1H3D', 'RET', 'PCnet_other')	PCnet_other	HIST1H3D	RET	1
('HIST1H3J', 'RET', 'PCnet_other')	PCnet_other	HIST1H3J	RET	1
('RET', 'YAP1', 'PCnet_other')	PCnet_other	RET	YAP1	1
('ACTN2', 'RET', 'PCnet_other')	PCnet_other	ACTN2	RET	1
('RET', 'TP53', 'STRING_textmining')	STRING_textmining	RET	TP53	642
('ACTN4', 'RET', 'PCnet_other')	PCnet_other	ACTN4	RET	1
('LRRN2', 'RET', 'PCnet_other')	PCnet_other	LRRN2	RET	1
('GRIN2B', 'RET', 'PCnet_other')	PCnet_other	GRIN2B	RET	1
('MAPT', 'RET', 'PCnet_other')	PCnet_other	MAPT	RET	1
('CBX4', 'TP53', 'STRING_database')	STRING_database	CBX4	TP53	900
('CBX4', 'TP53', 'STRING_textmining')	STRING_textmining	CBX4	TP53	244
('CBX4', 'KLF11', 'PCnet_other')	PCnet_other	CBX4	KLF11	1
('CBX4', 'HIST1H3A', 'STRING_experimental')	STRING_experimental	CBX4	HIST1H3A	445
('CBX4', 'HIST1H3A', 'STRING_textmining')	STRING_textmining	CBX4	HIST1H3A	58
('CBX4', 'HIST4H4', 'STRING_experimental')	STRING_experimental	CBX4	HIST4H4	251
('CBX4', 'HIST4H4', 'STRING_textmining')	STRING_textmining	CBX4	HIST4H4	182
('CBX4', 'HIST1H2AJ', 'STRING_database')	STRING_database	CBX4	HIST1H2AJ	900
('CBX4', 'HIST1H2AJ', 'STRING_textmining')	STRING_textmining	CBX4	HIST1H2AJ	82
('CBX4', 'HIST1H2AC', 'STRING_database')	STRING_database	CBX4	HIST1H2AC	900
('CBX4', 'HIST1H2AC', 'STRING_textmining')	STRING_textmining	CBX4	HIST1H2AC	130
('CTNNB1', 'DACT3', 'STRING_experimental')	STRING_experimental	CTNNB1	DACT3	185
('CTNNB1', 'DACT3', 'STRING_textmining')	STRING_textmining	CTNNB1	DACT3	355
('HIST4H4', 'IKZF2', 'PCnet_other')	PCnet_other	HIST4H4	IKZF2	1
('IKZF2', 'NOTCH1', 'STRING_experimental')	STRING_experimental	IKZF2	NOTCH1	76
('IKZF2', 'NOTCH1', 'STRING_textmining')	STRING_textmining	IKZF2	NOTCH1	211
('C7orf69', 'NR6A1', 'PCnet_other')	PCnet_other	C7orf69	NR6A1	1
('DNMT3L', 'NR6A1', 'STRING_experimental')	STRING_experimental	DNMT3L	NR6A1	117
('DNMT3L', 'NR6A1', 'STRING_textmining')	STRING_textmining	DNMT3L	NR6A1	167
('DOT1L', 'NR6A1', 'PCnet_other')	PCnet_other	DOT1L	NR6A1	1
('CTNNB1', 'PSEN2', 'STRING_coexpression')	STRING_coexpression	CTNNB1	PSEN2	106
('CTNNB1', 'PSEN2', 'STRING_experimental')	STRING_experimental	CTNNB1	PSEN2	536
('CTNNB1', 'PSEN2', 'STRING_textmining')	STRING_textmining	CTNNB1	PSEN2	257
('JAG1', 'PSEN2', 'STRING_coexpression')	STRING_coexpression	JAG1	PSEN2	63
('JAG1', 'PSEN2', 'STRING_experimental')	STRING_experimental	JAG1	PSEN2	263
('JAG1', 'PSEN2', 'STRING_textmining')	STRING_textmining	JAG1	PSEN2	442
('NOTCH1', 'PSEN2', 'STRING_database')	STRING_database	NOTCH1	PSEN2	900
('NOTCH1', 'PSEN2', 'STRING_coexpression')	STRING_coexpression	NOTCH1	PSEN2	63
('NOTCH1', 'PSEN2', 'STRING_experimental')	STRING_experimental	NOTCH1	PSEN2	486
('NOTCH1', 'PSEN2', 'STRING_textmining')	STRING_textmining	NOTCH1	PSEN2	664
('DOT1L', 'SRCAP', 'STRING_coexpression')	STRING_coexpression	DOT1L	SRCAP	155
